CODE_PAYS;CODE_MARQUE;CODE_CLIENT_ORDER;NOM_CLIENT_ORDER;VIN;CODE_CANAL_VN;L_CANAL;Type_LLD;F2MLInformation;NUM_IMMATRICULATION;GENRE;REF_VERSION;L_MODELE;L_VERSION_VEH;KM_ENTREE_PHYSIQUE;DATE_MEC_CLEAN;PRIX_VENTEVO_HT;PRIX_VENTEVO_TTC;HAB_EXT;LIBELLE_COULEUR;EMPTY_COLUMN
FR;AC;076521F;VOIRON DISTRIBUTION AUTOMOBILE;VF7AAFHZ0E8526217;C250;F2ML;;;DN-062-AJ;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Club;72581;05/01/2015 00:00;5671,5;6805,8;P0WP;BLANC BANQUISE;
FR;AC;080902M;AUTOMOBILES ALEXANDRE OLLIER;VF7NCBHY6EY584366;C250;LEASING / LLD;;;DN-789-KG;VP;CITROEN;C4 II;C4 BlueHDi 100 S&S BVM 86g Business;114985;21/01/2015 00:00;6663,64;7996,37;M09P;GRIS SHARK;
FR;AC;080903N;FARINEZ;VF73AAHRMFJ730944;C250;LEASING / LLD;;;DT-673-DC;VP;CITROEN;GRAND C4 PICASSO II;Grand C4 Picasso BlueHDi 150 S&S BVM6 Business +;43860;07/07/2015 00:00;10657,67;12789,2;P0XY;NOIR ONYX;
FR;AC;080903N;FARINEZ;VF77A9HN0EJ861809;C250;F2ML;;;DM-749-YL;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Confort;20437;30/12/2014 00:00;6272,48;7526,98;P0WP;BLANC BANQUISE;
FR;AC;080903N;FARINEZ;VF7KFRHC8ES501102;C250;F2ML;;;DH-316-CW;VP;CITROEN;DS 5;DS 5 Hybrid4 Executive;102840;27/06/2014 00:00;10050;12060;M6N9;BLANC NACRE;
FR;AC;080903N;FARINEZ;VF7PSCFBCFR592745;C250;LEASING / LLD;;;EB-539-XG;VP;CITROEN;C1;C1 3 portes VTi 68 BVM Feel;15598;02/05/2016 00:00;6250;7500;P0Q9;AGRUME;
FR;AC;CP01;Particulier;VF7SA9HPKEW686261;C100;LEASING / LLD;;;DL-153-ZJ;VP;CITROEN;DS 3;DS 3 e-HDi 90 BVM So Chic;52694;24/11/2014 00:00;9213,33;11056;M2UF;BITON CAISSE GRIS ALUMINIUM+TOIT NOIR ON;
FR;AC;020850N;PSA RETAIL TOURS;VF7SC8HR4FW530300;C250;F2ML;;;DP-107-GJ;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;53894;24/02/2015 00:00;6025;7230;P0WP;BLANC BANQUISE;
FR;AC;080906S;GGE DAUBY SARL;VF7SC8HR4FW505001;C250;F2ML;;;DN-731-LB;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;34902;22/01/2015 00:00;5550;6660;P0WP;BLANC BANQUISE;
FR;AC;080906S;GGE DAUBY SARL;VF7SC8HR4FW547335;C250;LEASING / LLD;;;DR-618-AD;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;41418;24/04/2015 00:00;5600;6720;P0WP;BLANC BANQUISE;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7SC8HR4EW653976;C250;LEASING / LLD;;;DK-069-KH;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;42709;25/09/2014 00:00;5200;6240;P0WP;BLANC BANQUISE;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7SC8HR4EW658784;C250;F2ML;;;DL-284-HX;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;78887;29/10/2014 00:00;4800;5760;P0WP;BLANC BANQUISE;
FR;AC;080903N;FARINEZ;VF7XS9HM0FZ045285;C250;LEASING / LLD;;;DW-794-QF;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Business;96403;16/10/2015 00:00;6350;7620;P0WP;BLANC BANQUISE;
FR;AC;080905R;GGE CHAMBINAUD;VF7FC8HZCAA574254;C250;F2ML;;;AT-127-PH;VP;CITROEN;C3;C3 Classic HDi 70 BVM;11322;08/06/2010 00:00;3700;4440;P0WP;BLANC BANQUISE;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7SC8HR4EW668125;C250;LEASING / LLD;;;DL-672-HE;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;79945;28/10/2014 00:00;4800;5760;P0WP;BLANC BANQUISE;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7SC8HR4EW668126;C250;LEASING / LLD;;;DL-662-NQ;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;47377;05/11/2014 00:00;5050;6060;P0WP;BLANC BANQUISE;
FR;AC;080948M;CENTRE DE DISTRIBUTION AUTOMOBILES;VF7YASMFA12718631;C250;F2ML;;;DM-855-RF;VU;CITROEN;Jumper;Jumper T�l� 30 L1H1 HDi 110 BVM6 Business;68741;18/12/2014 00:00;8000;9600;P0WP;BLANC BANQUISE;
FR;AC;080906S;GGE DAUBY SARL;VF73DBHZTGJ587826;C250;LEASING / LLD;;;ED-385-QJ;VP;CITROEN;C4 PICASSO II;C4 PICASSO BlueHDi 120 S&S EAT6 Business;53263;30/06/2016 00:00;10750;12900;M09P;GRIS SHARK;
FR;AC;080906S;GGE DAUBY SARL;VF77A9HN0EJ793918;C250;F2ML;;;DL-529-EH;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Confort;38676;23/10/2014 00:00;5800;6960;P0WP;BLANC BANQUISE;
FR;AC;080906S;GGE DAUBY SARL;VF77B9HF0DN535363;C250;F2ML;;;CX-605-RY;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 90 BVM Business;45767;08/08/2013 00:00;6100;7320;P0WP;BLANC BANQUISE;
FR;AC;080906S;GGE DAUBY SARL;VF7AAFHZ0E8524578;C250;F2ML;;;DM-538-EL;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Business;95730;01/12/2014 00:00;4300;5160;P0WP;BLANC BANQUISE;
FR;AC;080906S;GGE DAUBY SARL;VF7KFAHRMFS515151;C250;F2ML;;;DR-444-YK;VP;CITROEN;DS 5;Nouvelle DS 5 BlueHDi 150 S&S BVM6 So Chic;38718;29/05/2015 00:00;14500;17400;M6N9;BLANC NACRE;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7SC8HR4FW526311;C250;F2ML;;;DQ-355-MG;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;59906;07/04/2015 00:00;5350;6420;P0WP;BLANC BANQUISE;
FR;AC;080952S;SARL ROUX ET FILS;VF7SC8HR4FW537365;C250;F2ML;;;DQ-090-DR;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;84589;26/03/2015 00:00;5200;6240;P0WP;BLANC BANQUISE;
FR;AC;080989G;GARAGE DUCRET;VF7SC8HR4EW659818;C250;F2ML;;;DK-225-QQ;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;78393;02/10/2014 00:00;4450;5340;P0WP;BLANC BANQUISE;
FR;AC;080989G;GARAGE DUCRET;VF7SC8HR4FW542578;C250;LEASING / LLD;;;DQ-897-LA;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;64019;02/04/2015 00:00;5250;6300;P0WP;BLANC BANQUISE;
FR;AC;080913Z;LOCMINE AUTO;VF73D9HC8DJ835512;C250;LEASING / LLD;;;DA-916-HC;VP;CITROEN;C4 PICASSO II;C4 Picasso e-HDi 115 ETG6 Business +;111949;08/11/2013 00:00;6100;7320;M09P;GRIS SHARK;
FR;AC;080913Z;LOCMINE AUTO;VF77B9HF0EN550102;C250;F2ML;;;DR-751-FR;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 90 BVM Club;110838;04/05/2015 00:00;5800;6960;P0WP;BLANC BANQUISE;
FR;AC;080913Z;LOCMINE AUTO;VF7NC9HP0EY574720;C250;F2ML;;;DL-431-DB;VP;CITROEN;C4 II;C4 HDi 90 BVM Confort;119186;22/10/2014 00:00;4000;4800;P0WP;BLANC BANQUISE;
FR;AC;080913Z;LOCMINE AUTO;VF7XTAHZ8CZ048257;C250;F2ML;;;CL-594-VY;VU;CITROEN;Jumpy;Jumpy T�l� 29 L1H1 HDi 125 BVM6 Business;114215;15/10/2012 00:00;7000;8400;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF70BBHYBGE551673;C250;LEASING / LLD;;;EE-298-JY;VP;CITROEN;C4 Cactus;C4 Cactus BlueHDi 100 S&S BVM 82g Feel Business;12738;02/08/2016 00:00;10715;12858;M0ZR;GRIS ALUMINIUM;
FR;AC;080920G;STAC SARL;VF77A9HN0EJ860128;C250;F2ML;;;DN-276-EJ;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Confort;62147;12/01/2015 00:00;5450;6540;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF77B9HL0DJ745368;C250;LEASING / LLD;;;CX-021-JA;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 115 BVM Club;74579;29/07/2013 00:00;5950;7140;P0XY;NOIR ONYX;
FR;AC;080920G;STAC SARL;VF77B9HN0GJ549803;C250;LEASING / LLD;;;EA-322-HG;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Club;60277;09/03/2016 00:00;7372,93;8847,52;M0ZR;GRIS ALUMINIUM;
FR;AC;080920G;STAC SARL;VF77B9HN0GJ671118;C250;LEASING / LLD;;;EC-563-JJ;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Club;72128;23/05/2016 00:00;5960,14;7152,17;M0ZR;GRIS ALUMINIUM;
FR;AC;080920G;STAC SARL;VF77J9HP0FJ538048;C250;F2ML;;;DP-369-WH;VP;CITROEN;Berlingo Multispace;Berlingo Multispace HDi 90 BVM XTR;67226;16/03/2015 00:00;8900;10680;M0ZR;GRIS ALUMINIUM;
FR;AC;080920G;STAC SARL;VF77JBHY6HJ737614;C250;LEASING / LLD;;;EP-699-GW;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM XTR +;5929;19/07/2017 00:00;12388,33;14866;M09P;GRIS SHARK;
FR;AC;080920G;STAC SARL;VF77JBHY6HJ737656;C250;LEASING / LLD;;;EP-372-GW;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM XTR +;8248;19/07/2017 00:00;12401,67;14882;M09P;GRIS SHARK;
FR;AC;080920G;STAC SARL;VF77JBHY6HJ739463;C250;LEASING / LLD;;;EP-296-GW;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM XTR +;11436;19/07/2017 00:00;11374,59;13649,51;M09P;GRIS SHARK;
FR;AC;080920G;STAC SARL;VF7AAFHZ0D8389054;C250;F2ML;;;CY-229-CE;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Club;59089;28/08/2013 00:00;5250;6300;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7AJFHZ0E8523299;C250;F2ML;;;DK-491-GL;VP;CITROEN;Nemo Multispace;Nemo Multispace HDi 75 BVM XTR;76911;22/09/2014 00:00;5400;6480;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7GB9HWCAN515111;C250;F2ML;;;AS-432-PT;VU;CITROEN;AUTRES;Berlingo First HDi 75  600kg BV5;13850;21/05/2010 00:00;5100;6120;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7GB9HWCAN520478;C250;F2ML;;;AV-753-FG;VU;CITROEN;AUTRES;Berlingo First HDi 75  600kg BV5;14418;17/06/2010 00:00;5050;6060;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7GB9HWCAN522777;C250;F2ML;;;AX-370-LB;VU;CITROEN;AUTRES;Berlingo First HDi 75  600kg BV5;13167;26/07/2010 00:00;4600;5520;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7NCBHY6GY512872;C250;LEASING / LLD;;;EA-596-WQ;VU;CITROEN;C4 II VU;C4 soci�t� BlueHDi 100 BVM Live;41839;29/03/2016 00:00;5863,36;7036,03;P0WP;BLANC BANQUISE;
FR;AC;081059H;ECKOPARK AUTO;VF7NCBHY6GY512241;C250;LEASING / LLD;;;EA-234-WQ;VU;CITROEN;C4 II VU;C4 soci�t� BlueHDi 100 BVM Live;105898;29/03/2016 00:00;4112,49;4934,99;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7NCBHY6GY531219;C250;F2ML;;;EC-255-MP;VP;CITROEN;C4 II;C4 BlueHDi 100 S&S BVM 86g Millenium Business;48606;26/05/2016 00:00;9392,34;11270,81;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7PSCFBCHR642653;C250;LEASING / LLD;;;EP-979-BW;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Millenium;9376;10/07/2017 00:00;7137,5;8565;M0XZ;NOIR CALDERA;
FR;AC;081002W;ACHATS GROUPE PELLEAU;VF7SC8HR4EW668108;C250;LEASING / LLD;;;DL-397-JS;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;82961;30/10/2014 00:00;4300;5160;P0WP;BLANC BANQUISE;
FR;AC;081002W;ACHATS GROUPE PELLEAU;VF7SC8HR4EW669094;C250;LEASING / LLD;;;DL-523-EH;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;37607;23/10/2014 00:00;4200;5040;P0WP;BLANC BANQUISE;
FR;AC;081002W;ACHATS GROUPE PELLEAU;VF7SC8HR4EW679704;C250;LEASING / LLD;;;DM-863-AE;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;114566;25/11/2014 00:00;3850;4620;P0WP;BLANC BANQUISE;
FR;AC;081011F;SARL INTER VO FRANCE;VF7SC8HR4EW668105;C250;LEASING / LLD;;;DL-536-JS;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;76709;30/10/2014 00:00;4650;5580;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7VABHXHHZ054653;C250;LEASING / LLD;;;EN-890-RG;VP;CITROEN;SpaceTourer /Jumpy Combi;Jumpy Combi Taille XL BlueHDi 115 S&S BVM6 Confort;29713;27/06/2017 00:00;17949,33;21539,2;M0VL;EVL  GRIS PLATINIUM;
FR;AC;080920G;STAC SARL;VF7XCAHZ4FZ044725;C250;LEASING / LLD;;;DV-802-EG;VP;CITROEN;Jumpy;Jumpy Multi. L1H1 HDi 125 BVM6 Confort;13912;24/08/2015 00:00;14400;17280;P0WP;BLANC BANQUISE;
FR;AC;080920G;STAC SARL;VF7XUAHZ8EZ046601;C250;F2ML;;;DK-655-WG;VU;CITROEN;Jumpy;Jumpy Cabine Appro. 29 L2H1 HDi 125 BVM6 Confort;60038;10/10/2014 00:00;11450;13740;P0XY;NOIR ONYX;
FR;AC;080905R;GGE CHAMBINAUD;VF7YASMFA12308621;C250;F2ML;;;CP-789-EQ;VU;CITROEN;Jumper;Jumper T�l� 30 L1H2 HDi 110 BVM6 Confort;85435;21/12/2012 00:00;5068,45;6082,14;P0WP;BLANC BANQUISE;
FR;AC;080921H;TEMPLE DE L'AUTOMOBILE;VF70BBHYHGE508161;C250;F2ML;;;DZ-907-NX;VU;CITROEN;C4 Cactus;C4 Cactus soci�t� BlueHDi 100 S&S ETG6 Business;25050;10/02/2016 00:00;8573,33;10288;M6FC;EFC  BLANC PERLE NACRE;
FR;AC;081011F;SARL INTER VO FRANCE;VF7SC8HR4EW679711;C250;F2ML;;;DL-861-WJ;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;77896;19/11/2014 00:00;5050;6060;P0WP;BLANC BANQUISE;
FR;AC;080921H;TEMPLE DE L'AUTOMOBILE;VF7XS9HM0DZ045428;C250;F2ML;;;CZ-631-GW;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Confort;83412;07/10/2013 00:00;5881,93;7058,32;P0WP;BLANC BANQUISE;
FR;AC;080921H;TEMPLE DE L'AUTOMOBILE;VF7XS9HM0EZ056591;C250;F2ML;;;DN-726-BH;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Confort;78473;06/01/2015 00:00;7839,83;9407,8;P0WP;BLANC BANQUISE;
FR;AC;080921H;TEMPLE DE L'AUTOMOBILE;VF7XS9HM0FZ004267;C250;F2ML;;;DQ-730-QW;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Confort;90692;13/04/2015 00:00;7410,5;8892,6;P0WP;BLANC BANQUISE;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF73D9HC8EJ813815;C250;LEASING / LLD;;;DL-750-RY;VP;CITROEN;C4 PICASSO II;C4 Picasso e-HDi 115 ETG6 Business;119188;13/11/2014 00:00;6550;7860;M0K1;HICKORY;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7AAFHZ0F8644616;C250;LEASING / LLD;;;DT-538-PK;VU;CITROEN;Nemo VU;Nemo HDi 75 BMP Club;38012;27/07/2015 00:00;5050;6060;P05V;BLEU LINE;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7NC9HP0FY502219;C250;LEASING / LLD;;;DN-370-MD;VP;CITROEN;C4 II;C4 HDi 90 BVM Business;51250;23/01/2015 00:00;7100;8520;M09P;GRIS SHARK;
FR;AC;080935Y;AUTOMOBILES DES DEUX RIVES;VF7NCBHZMFY529927;C250;F2ML;;;DR-028-RN;VP;CITROEN;C4 II;C4 BlueHDi 120 S&S BVM6 Millenium Business;99891;21/05/2015 00:00;7000;8400;P0WP;BLANC BANQUISE;
FR;AC;081018N;DAUGERON FORGET AUTOMOBILES;VF7SC8HR4EW684691;C250;F2ML;;;DM-652-EK;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;112227;01/12/2014 00:00;4100;4920;P0WP;BLANC BANQUISE;
FR;AC;081073Y;GGE SACHOT SARL;VF7SC8HR4EW688700;C250;F2ML;;;DM-359-NB;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;50911;12/12/2014 00:00;5550;6660;P0WP;BLANC BANQUISE;
FR;AC;081091T;SARL AUTO GMG;VF7SC8HR4EW668101;C250;LEASING / LLD;;;DL-122-HE;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;99412;28/10/2014 00:00;4000;4800;P0WP;BLANC BANQUISE;
FR;AC;081091T;SARL AUTO GMG;VF7SC8HR4EW669100;C250;LEASING / LLD;;;DL-754-GC;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;96072;27/10/2014 00:00;3850;4620;P0WP;BLANC BANQUISE;
FR;AC;081091T;SARL AUTO GMG;VF7SC8HR4EW689698;C250;LEASING / LLD;;;DM-126-NZ;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;80877;15/12/2014 00:00;4200;5040;P0WP;BLANC BANQUISE;
FR;AC;081309E;AUTOBUY;VF7SC8HR4EW669079;C250;LEASING / LLD;;;DL-298-LW;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;90511;03/11/2014 00:00;3583,82;4300,58;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4EW689705;C795;LEASING / LLD;;;DM-183-BH;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;58352;26/11/2014 00:00;5000;6000;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4FW505036;C795;LEASING / LLD;;;DN-386-MD;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;82338;23/01/2015 00:00;4916,67;5900;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4FW510179;C795;F2ML;;;DR-513-VP;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;76024;27/05/2015 00:00;5583,33;6700;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4FW512929;C795;LEASING / LLD;;;DN-703-SY;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;114668;02/02/2015 00:00;3833,33;4600;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4FW513942;C795;LEASING / LLD;;;DN-684-TJ;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;46434;03/02/2015 00:00;5250;6300;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4FW524473;C795;LEASING / LLD;;;DP-483-CM;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;68340;17/02/2015 00:00;4666,67;5600;P0WP;BLANC BANQUISE;
FR;AC;080996P;SARL TREZZINI AUTO;VF7YA2MRA12A45570;C250;LEASING / LLD;;;DZ-343-BS;VP;CITROEN;Jumper;Jumper Combi 30 L1H1 BlueHDi 130 BVM6 Confort;70877;22/01/2016 00:00;12892,7;15471,24;M0ZR;GRIS ALUMINIUM;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF73AAHRMFJ528474;C250;F2ML;;;DS-391-QM;VP;CITROEN;GRAND C4 PICASSO II;Grand C4 Picasso BlueHDi 150 S&S BVM6 Intensive;55197;23/06/2015 00:00;12150;14580;P0XY;NOIR ONYX;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF77B9HF0DJ801517;C250;F2ML;;;DA-545-YZ;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 90 BVM Business;18188;02/12/2013 00:00;6600;7920;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF77D9HN0FJ710710;C250;LEASING / LLD;;;DV-074-RX;VU;CITROEN;Berlingo VU;Nv Berlingo 20 L1 HDi 75 BVM Club;156710;14/09/2015 00:00;4400;5280;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF77M9HF0EJ844225;C250;F2ML;;;DM-667-NB;VU;CITROEN;Berlingo VU;Berlingo 21 L2 Cab Appro HDi 90 BVM Confort;38938;12/12/2014 00:00;7450;8940;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF77SBHY6GJ622931;C250;LEASING / LLD;;;EA-979-ZT;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM Feel 7pl;116326;31/03/2016 00:00;7600;9120;M0ZR;GRIS ALUMINIUM;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7NC9HP0EY557216;C250;F2ML;;;DK-023-BH;VP;CITROEN;C4 II;C4 HDi 90 BVM Business;70251;12/09/2014 00:00;6900;8280;M0ZR;GRIS ALUMINIUM;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7NC9HP0FY509775;C250;F2ML;;;DP-160-RR;VP;CITROEN;C4 II;C4 HDi 90 BVM Live;120468;10/03/2015 00:00;5422,3;6506,76;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7NC9HP0FY519446;C250;LEASING / LLD;;;DR-004-GA;VP;CITROEN;C4 II;C4 HDi 90 BVM Feel;134920;04/05/2015 00:00;5300;6360;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7NC9HP0FY527509;C250;F2ML;;;DR-903-ZY;VP;CITROEN;C4 II;C4 HDi 90 BVM Millenium Business;162655;02/06/2015 00:00;5300;6360;M0VL;EVL  GRIS PLATINIUM;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7NCBHZTGY512479;C250;F2ML;;;EA-836-KE;VP;CITROEN;C4 II;C4 BlueHDi 120 S&S EAT6 Millenium Business;113271;14/03/2016 00:00;7250;8700;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4FW526340;C795;F2ML;;;DP-608-XV;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;55367;18/03/2015 00:00;5250;6300;P0WP;BLANC BANQUISE;
FR;AC;081321T;TOULOUSE ENCHERES AUTOMOBILES;VF7SC8HR4FW535527;C795;F2ML;;;DR-886-VC;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;68034;27/05/2015 00:00;5000;6000;P0WP;BLANC BANQUISE;
FR;AC;081330C;VP AUTO;VF7SC8HR4EW678612;C795;LEASING / LLD;;;DN-207-XK;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;87200;09/02/2015 00:00;4750;5700;P0WP;BLANC BANQUISE;
FR;AC;081330C;VP AUTO;VF7SC8HR4EW688705;C795;LEASING / LLD;;;DM-175-FN;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;54886;02/12/2014 00:00;5083,33;6100;P0WP;BLANC BANQUISE;
FR;AC;081330C;VP AUTO;VF7SC8HR4EW689686;C795;F2ML;;;DM-376-NB;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;39345;12/12/2014 00:00;5541,67;6650;P0WP;BLANC BANQUISE;
FR;AC;081330C;VP AUTO;VF7SC8HR4FW512921;C795;F2ML;;;DN-390-RW;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;40570;30/01/2015 00:00;5416,67;6500;P0WP;BLANC BANQUISE;
FR;AC;081330C;VP AUTO;VF7SC8HR4FW519487;C795;LEASING / LLD;;;DP-386-AY;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;57128;13/02/2015 00:00;5083,33;6100;P0WP;BLANC BANQUISE;
FR;AC;081330C;VP AUTO;VF7SC8HR4FW527261;C795;LEASING / LLD;;;DP-849-SP;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;69637;11/03/2015 00:00;5208,33;6250;P0WP;BLANC BANQUISE;
FR;AC;081330C;VP AUTO;VF7SC8HR4FW551756;C795;LEASING / LLD;;;DR-306-FZ;VP;CITROEN;C3 II;C3 HDi 70 BVM Confort;67901;04/05/2015 00:00;5291,67;6350;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7SH9HP4DT523876;C250;LEASING / LLD;;;CT-005-ZD;VP;CITROEN;C3 Picasso;C3 Picasso HDi 90 BVM Business;137590;22/05/2013 00:00;4350;5220;M09V;NOIR PERLA NERA;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7XSAHZ8DZ054008;C250;F2ML;;;DB-026-JZ;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 125 BVM6 Business;138144;16/12/2013 00:00;6850;8220;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7XUAHZ8EZ057201;C250;F2ML;;;DM-137-QJ;VU;CITROEN;Jumpy;Jumpy Cabine Appro. 29 L2H1 HDi 125 BVM6 Confort;46803;17/12/2014 00:00;10250;12300;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7XUAHZ8FZ013965;C250;F2ML;;;DQ-169-TG;VU;CITROEN;Jumpy;Jumpy Cabine Appro. 29 L2H1 HDi 125 BVM6 Confort;58821;16/04/2015 00:00;9100;10920;P0WP;BLANC BANQUISE;
FR;AC;081309E;AUTOBUY;VF7YBSMFB12602551;C250;LEASING / LLD;;;DG-508-DP;VU;CITROEN;Jumper;Jumper T�l� 30 L2H2 HDi 110 BVM6 ;110906;27/05/2014 00:00;5250;6300;M0ZR;GRIS ALUMINIUM;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7YASMFB12B22842;C250;F2ML;;;EB-833-QE;VU;CITROEN;Jumper;Jumper T�l� 30 L2H2 HDi 110 BVM6 Business;19919;25/04/2016 00:00;13150;15780;P0WP;BLANC BANQUISE;
