clef;VIN;contrat;reference_version_id;code_mcclbp;Marque;Modele;Carrosserie;Carburant;Litre;Boite;Puissance;4RM;DateMEC;KM a date cote;Type;KM_VR;B2C today TTC;Date Cote;B2C futur TTC;ignore;Genre;metal;SurKM;DateVR;DateMEC;PRIX_NEUF_HT;B2B brut TTC;deprec_mensuel;km_vr_comment;date_vr_comment;Profil;Nb Ref;Ref Proba;RPI brut;RPI ambition;ambition;B2B ambition TTC
5142326200002019-09-09 00:00:00;vf77jbhy6jj692315;5142326;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-09-10;2800;ref;20000;19470;2018-11-12;17864;;vp;Y;0;2019-09-09;2018-09-10;19667;15274;0.9925;;;observable;1;1.0000;0.8550;0.8280;-0.027;14792
5142441900002021-08-29 00:00:00;vf77jbhy6jj694874;5142441;112677;VO-59-40-2-13-1-1.60-100---N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-30;5100;ref;90000;15935;2018-11-12;11368;;vp;N;18000;2021-08-29;2018-08-30;18542;8759;0.990522;;;observable;1;0.8571;0.7705;0.7185;-0.052;8168
5142342200002019-09-16 00:00:00;vf77jbhy6jj695122;5142342;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-09-17;2420;ref;20000;19560;2018-11-12;17916;;vp;Y;0;2019-09-16;2018-09-17;19667;15318;0.992502;;;observable;1;1.0000;0.8550;0.8280;-0.027;14834
5146809200002020-06-26 00:00:00;vf77jbhy6jj696921;5146809;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-06-27;3450;ref;20000;16346;2018-11-12;14008;;vp;Y;0;2020-06-26;2018-06-27;19125;11977;0.992722;;;observable;1;1.0000;0.8550;0.8055;-0.0495;11284
5143570200002019-09-24 00:00:00;vf77jbhy6jj704410;5143570;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-09-25;1980;ref;20000;19671;2018-11-12;17982;;vp;N;0;2019-09-24;2018-09-25;19667;14691;0.992505;;;observable;1;1.0000;0.8170;0.7900;-0.027;14205
5143586200002019-09-24 00:00:00;vf77jbhy6jj704413;5143586;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-09-25;1980;ref;20000;19671;2018-11-12;17982;;vp;N;0;2019-09-24;2018-09-25;19667;14691;0.992505;;;observable;1;1.0000;0.8170;0.7900;-0.027;14205
5146833200002019-10-02 00:00:00;vf77jbhy6jj704417;5146833;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-03;1540;ref;20000;19791;2018-11-12;18076;;vp;N;0;2019-10-02;2018-10-03;19667;14768;0.992618;;;observable;1;1.0000;0.8170;0.7900;-0.027;14280
5146832200002019-10-02 00:00:00;vf77jbhy6jj704418;5146832;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-03;1540;ref;20000;19791;2018-11-12;18076;;vp;N;0;2019-10-02;2018-10-03;19667;14768;0.992618;;;observable;1;1.0000;0.8170;0.7900;-0.027;14280
5146830200002019-10-10 00:00:00;vf77jbhy6jj704420;5146830;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-11;1100;ref;20000;19924;2018-11-12;18161;;vp;N;0;2019-10-10;2018-10-11;19667;14837;0.992618;;;observable;1;1.0000;0.8170;0.7900;-0.027;14347
5146829200002019-10-02 00:00:00;vf77jbhy6jj704422;5146829;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-03;1540;ref;20000;19791;2018-11-12;18076;;vp;N;0;2019-10-02;2018-10-03;19667;14768;0.992618;;;observable;1;1.0000;0.8170;0.7900;-0.027;14280
5146828200002019-09-30 00:00:00;vf77jbhy6jj704423;5146828;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-01;1650;ref;20000;19760;2018-11-12;18041;;vp;N;0;2019-09-30;2018-10-01;19667;14739;0.992529;;;observable;1;1.0000;0.8170;0.7900;-0.027;14252
5143191200002020-09-25 00:00:00;vf77jbhy6jj717102;5143191;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-09-26;960;ref;20000;16557;2018-11-12;13815;;vp;Y;0;2020-09-25;2018-09-26;19125;11812;0.992535;;;observable;1;1.0000;0.8550;0.8055;-0.0495;11128
5142563400002020-08-13 00:00:00;vf77jbhy6jj721474;5142563;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-14;4270;ref;40000;16395;2018-11-12;13832;;vp;Y;0;2020-08-13;2018-08-14;19125;11826;0.992561;;;observable;1;1.0000;0.8550;0.8055;-0.0495;11141
5142398200002020-09-17 00:00:00;vf77jbhy6jj721477;5142398;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-09-18;1180;ref;20000;16552;2018-11-12;13838;;vp;Y;0;2020-09-17;2018-09-18;19125;11831;0.992534;;;observable;1;1.0000;0.8550;0.8055;-0.0495;11146
5146811200002019-10-21 00:00:00;vf77jbhy6jj721509;5146811;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-22;490;ref;20000;20104;2018-11-12;18276;;vp;Y;0;2019-10-21;2018-10-22;19667;15626;0.992618;;;observable;1;1.0000;0.8550;0.8280;-0.027;15133
5145465200002019-09-30 00:00:00;vf77jbhy6jj727181;5145465;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-01;1650;ref;20000;19760;2018-11-12;18041;;vp;N;0;2019-09-30;2018-10-01;19667;14739;0.992529;;;observable;1;1.0000;0.8170;0.7900;-0.027;14252
5143113200002020-09-26 00:00:00;vf77jbhy6jj733520;5143113;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-09-27;930;ref;20000;16558;2018-11-12;13812;;vp;Y;0;2020-09-26;2018-09-27;19125;11809;0.992536;;;observable;1;1.0000;0.8550;0.8055;-0.0495;11125
5142311200002020-08-27 00:00:00;vf77jbhy6jj733521;5142311;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-28;1750;ref;20000;16510;2018-11-12;13939;;vp;Y;0;2020-08-27;2018-08-28;19125;11917;0.992741;;;observable;1;1.0000;0.8549;0.8054;-0.0495;11227
5143144200002020-08-26 00:00:00;vf77jbhy6jj733522;5143144;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-27;1780;ref;20000;16508;2018-11-12;13941;;vp;Y;0;2020-08-26;2018-08-27;19125;11919;0.992741;;;observable;1;1.0000;0.8550;0.8055;-0.0495;11229
51431541200002021-10-02 00:00:00;vf77jbhy6jj769497;5143154;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-03;3070;ref;120000;16497;2018-11-12;11117;;vp;Y;48000;2021-10-02;2018-10-03;19125;8062;0.989274;;;observable;1;1.0000;0.7252;0.6732;-0.052;7484
5146296600002021-10-16 00:00:00;vf77jbhy6jj787388;5146296;104690;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-10-17;770;ref;60000;16561;2018-11-12;12253;;vp;N;0;2021-10-16;2018-10-17;19125;10011;0.991905;;;observable;1;1.0000;0.8170;0.7650;-0.052;9374
5142307200002019-08-22 00:00:00;vf77jbhy6jn515232;5142307;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-23;3790;ref;20000;19000;2018-11-12;17553;;vp;Y;0;2019-08-22;2018-08-23;19667;15008;0.992737;;;observable;1;1.0000;0.8550;0.8280;-0.027;14534
5142304200002019-08-22 00:00:00;vf77jbhy6jn516148;5142304;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-23;3790;ref;20000;19000;2018-11-12;17553;;vp;Y;0;2019-08-22;2018-08-23;19667;15008;0.992737;;;observable;1;1.0000;0.8550;0.8280;-0.027;14534
5142298200002019-08-22 00:00:00;vf77jbhy6jn516152;5142298;104691;VO-59-40-2-13-1-1.60-100--XTR-N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-23;3790;ref;20000;19000;2018-11-12;17553;;vp;Y;0;2019-08-22;2018-08-23;19667;15008;0.992737;;;observable;1;1.0000;0.8550;0.8280;-0.027;14534
5142466900002021-08-28 00:00:00;vf77jbhy6jn521177;5142466;112677;VO-59-40-2-13-1-1.60-100---N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;100;N;2018-08-29;5180;ref;90000;15935;2018-11-12;11372;;vp;N;18000;2021-08-28;2018-08-29;18542;8762;0.990524;;;observable;1;0.8571;0.7705;0.7185;-0.052;8171
10398377400300002020-10-01 00:00:00;vf77jbhzmjj787295;10398377400;112680;VO-59-40-2-13-1-1.60-120---N;CITROEN;BERLINGO;MONOCORPS;DIESEL;1.6;MANUELLE;120;N;2018-10-02;1190;ref;30000;19496;2018-11-12;15840;;vp;N;0;2020-10-01;2018-10-02;22125;12940;0.991526;;;observable;1;0.8794;0.8169;0.7674;-0.0495;12156
103951589061800002022-09-24 00:00:00;vf77jhnz6jj772424;10395158906;0;VO-59-40-1-13-1-1.60-110--XTR-N;CITROEN;BERLINGO;MONOCORPS;ESSENCE;1.6;MANUELLE;110;N;2018-09-25;4440;pneuf1;180000;17331;2018-11-12;9484;;vp;N;108000;2022-09-24;2018-09-25;19083;5103;0.987637;;;rare;0;0.7143;0.5381;0.5486;0.0105;5203
103951588021800002022-09-24 00:00:00;vf77jhnz6jj772426;10395158802;0;VO-59-40-1-13-1-1.60-110--XTR-N;CITROEN;BERLINGO;MONOCORPS;ESSENCE;1.6;MANUELLE;110;N;2018-09-25;4440;pneuf1;180000;17331;2018-11-12;9484;;vp;N;108000;2022-09-24;2018-09-25;19083;5103;0.987637;;;rare;0;0.7143;0.5381;0.5486;0.0105;5203
5143127650002021-09-30 00:00:00;vf77mbhy6jj546208;5143127;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-01;1780;ref;65000;16017;2018-11-12;11458;;vu;N;0;2021-09-30;2018-10-01;20100;9673;0.990866;;;observable;1;0.8867;0.8442;0.7922;-0.052;9077
5143720700002022-03-24 00:00:00;vf77mbhy6jj558773;5143720;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-25;1970;ref;70000;16017;2018-11-12;11073;;vu;N;0;2022-03-24;2018-09-25;20100;9348;0.991326;;;observable;1;0.8867;0.8442;0.7947;-0.0495;8800
5146873450002020-10-24 00:00:00;vf77mbhy6jj576764;5146873;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-25;370;ref;45000;16017;2018-11-12;12759;;vu;N;0;2020-10-24;2018-10-25;20100;10772;0.991004;;;observable;1;0.8867;0.8443;0.7947;-0.0495;10140
5146879450002020-10-22 00:00:00;vf77mbhy6jj576765;5146879;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-23;490;ref;45000;16017;2018-11-12;12767;;vu;N;0;2020-10-22;2018-10-23;20100;10778;0.991007;;;observable;1;0.8867;0.8442;0.7947;-0.0495;10146
5146441650002022-04-22 00:00:00;vf77mbhy6jj608346;5146441;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-23;410;ref;65000;16017;2018-11-12;11020;;vu;N;0;2022-04-22;2018-10-23;20100;9303;0.991402;;;observable;1;0.8867;0.8442;0.7947;-0.0495;8758
5142361750002022-03-24 00:00:00;vf77mbhy6jj616751;5142361;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-25;2120;ref;75000;16017;2018-11-12;10983;;vu;N;0;2022-03-24;2018-09-25;20100;9272;0.991133;;;observable;1;0.8867;0.8442;0.7947;-0.0495;8728
5142507200002021-09-20 00:00:00;vf77mbhy6jj619998;5142507;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-21;730;ref;20000;16017;2018-11-12;12201;;vu;N;0;2021-09-20;2018-09-21;20100;10300;0.992504;;;observable;1;0.8867;0.8442;0.7922;-0.052;9666
5142517700002021-09-18 00:00:00;vf77mbhy6jj631837;5142517;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-19;2680;ref;70000;16017;2018-11-12;11410;;vu;N;0;2021-09-18;2018-09-19;20100;9632;0.99065;;;observable;1;0.8867;0.8442;0.7922;-0.052;9039
5143666400002021-09-17 00:00:00;vf77mbhy6jj635498;5143666;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-18;1570;ref;40000;16017;2018-11-12;11992;;vu;N;0;2021-09-17;2018-09-18;20100;10124;0.992007;;;observable;1;0.8867;0.8442;0.7922;-0.052;9500
51461501100002021-06-04 00:00:00;vf77mbhy6jj639396;5146150;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-06-05;14870;mcclbp;110000;15142;2018-11-12;10560;;vu;Y;16400;2021-06-04;2018-06-05;20100;8711;0.988994;;;observable;1;0.8867;0.8249;0.7729;-0.052;8162
5142330300002021-09-04 00:00:00;vf77mbhy6jj643709;5142330;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-05;1530;ref;30000;16017;2018-11-12;12187;;vu;N;0;2021-09-04;2018-09-05;20100;10288;0.992359;;;observable;1;0.8867;0.8442;0.7922;-0.052;9654
5144370450002021-09-18 00:00:00;vf77mbhy6jj659629;5144370;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-19;1730;ref;45000;16017;2018-11-12;11909;;vu;N;0;2021-09-18;2018-09-19;20100;10053;0.991824;;;observable;1;0.8867;0.8442;0.7922;-0.052;9434
51460661000002022-04-18 00:00:00;vf77mbhy6jj660835;5146066;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-19;940;ref;100000;16017;2018-11-12;10432;;vu;Y;0;2022-04-18;2018-10-19;20100;9076;0.990116;;;observable;1;0.8867;0.8700;0.8206;-0.0495;8560
5142726500002022-03-19 00:00:00;vf77mbhy6jj660839;5142726;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-20;1610;ref;50000;16017;2018-11-12;11417;;vu;N;0;2022-03-19;2018-09-20;20100;9638;0.99201;;;observable;1;0.8867;0.8442;0.7947;-0.0495;9073
5145317600002021-10-09 00:00:00;vf77mbhy6jj662688;5145317;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-10;1150;ref;60000;16017;2018-11-12;11537;;vu;Y;0;2021-10-09;2018-10-10;20100;10037;0.991131;;;observable;1;0.8867;0.8700;0.8180;-0.052;9437
51446811000002022-04-03 00:00:00;vf77mbhy6jj662689;5144681;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-04;2110;ref;100000;16017;2018-11-12;10482;;vu;Y;0;2022-04-03;2018-10-04;20100;9120;0.990112;;;observable;1;0.8867;0.8701;0.8205;-0.0495;8601
5145702800002021-10-10 00:00:00;vf77mbhy6jj668221;5145702;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-11;1460;ref;80000;16017;2018-11-12;11206;;vu;N;0;2021-10-10;2018-10-11;20100;9460;0.990359;;;observable;1;0.8867;0.8442;0.7922;-0.052;8877
5142483700002021-09-18 00:00:00;vf77mbhy6jj679063;5142483;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-19;2680;ref;70000;16017;2018-11-12;11410;;vu;N;0;2021-09-18;2018-09-19;20100;9632;0.99065;;;observable;1;0.8867;0.8442;0.7922;-0.052;9039
5142291700002021-09-18 00:00:00;vf77mbhy6jj679064;5142291;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-19;2680;ref;70000;16017;2018-11-12;11410;;vu;N;0;2021-09-18;2018-09-19;20100;9632;0.99065;;;observable;1;0.8867;0.8442;0.7922;-0.052;9039
5146151800002021-10-14 00:00:00;vf77mbhy6jj696436;5146151;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-15;1170;ref;80000;16017;2018-11-12;11192;;vu;Y;0;2021-10-14;2018-10-15;20100;9737;0.990359;;;observable;1;0.8867;0.8700;0.8180;-0.052;9155
5145983800002021-09-11 00:00:00;vf77mbhy6jj696437;5145983;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-12;3580;ref;80000;16017;2018-11-12;11243;;vu;Y;0;2021-09-11;2018-09-12;20100;9781;0.990182;;;observable;1;0.8867;0.8700;0.8179;-0.052;9196
5145934800002021-08-27 00:00:00;vf77mbhy6jj702214;5145934;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-08-28;4680;ref;80000;16017;2018-11-12;11276;;vu;Y;0;2021-08-27;2018-08-28;20100;9810;0.990135;;;observable;1;0.8867;0.8700;0.8180;-0.052;9224
5145595600002021-10-15 00:00:00;vf77mbhy6jj706080;5145595;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-16;820;ref;60000;16017;2018-11-12;11517;;vu;Y;0;2021-10-15;2018-10-16;20100;10020;0.991134;;;observable;1;0.8867;0.8700;0.8180;-0.052;9421
5143728400002021-09-19 00:00:00;vf77mbhy6jj716644;5143728;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-20;1500;ref;40000;16017;2018-11-12;11986;;vu;N;0;2021-09-19;2018-09-20;20100;10119;0.992008;;;observable;1;0.8867;0.8442;0.7923;-0.052;9496
5142705400002021-09-18 00:00:00;vf77mbhy6jj716648;5142705;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-19;1530;ref;40000;16017;2018-11-12;11989;;vu;N;0;2021-09-18;2018-09-19;20100;10121;0.992008;;;observable;1;0.8867;0.8442;0.7922;-0.052;9498
51427191100002021-09-24 00:00:00;vf77mbhy6jj716649;5142719;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-25;3620;ref;110000;16017;2018-11-12;10506;;vu;N;16400;2021-09-24;2018-09-25;20100;8409;0.98845;;;observable;1;0.8867;0.8004;0.7484;-0.052;7863
5142524600002021-09-16 00:00:00;vf77mbhy6jj716652;5142524;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-17;2410;ref;60000;16017;2018-11-12;11614;;vu;N;0;2021-09-16;2018-09-17;20100;9804;0.991118;;;observable;1;0.8867;0.8442;0.7921;-0.052;9200
5145985400002021-10-21 00:00:00;vf77mbhy6jj719669;5145985;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-22;330;ref;40000;16017;2018-11-12;11836;;vu;Y;0;2021-10-21;2018-10-22;20100;10297;0.991909;;;observable;1;0.8867;0.8700;0.8180;-0.052;9682
5144634800002020-10-08 00:00:00;vf77mbhy6jj719670;5144634;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-09;2410;ref;80000;16017;2018-11-12;12129;;vu;Y;17600;2020-10-08;2018-10-09;20100;9964;0.988776;;;observable;1;0.8867;0.8215;0.7720;-0.0495;9364
5145608500002021-10-03 00:00:00;vf77mbhy6jj719672;5145608;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-04;1230;ref;50000;16017;2018-11-12;11722;;vu;Y;0;2021-10-03;2018-10-04;20100;10198;0.991514;;;observable;1;0.8867;0.8700;0.8179;-0.052;9588
51425611200002021-09-20 00:00:00;vf77mbhy6jj745084;5142561;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-21;4380;ref;120000;16017;2018-11-12;10302;;vu;N;26400;2021-09-20;2018-09-21;20100;7971;0.987873;;;observable;1;0.8867;0.7737;0.7217;-0.052;7435
5143724650002022-03-27 00:00:00;vf77mbhy6jj745088;5143724;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-28;1680;ref;65000;16017;2018-11-12;11148;;vu;N;0;2022-03-27;2018-09-28;20100;9411;0.991504;;;observable;1;0.8867;0.8442;0.7947;-0.0495;8859
5143132500002021-09-30 00:00:00;vf77mbhy6jj745090;5143132;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-01;1370;ref;50000;16017;2018-11-12;11711;;vu;N;0;2021-09-30;2018-10-01;20100;9886;0.991458;;;observable;1;0.8867;0.8442;0.7922;-0.052;9277
5146360800002021-10-23 00:00:00;vf77mbhy6jj745091;5146360;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-24;510;ref;80000;16017;2018-11-12;11159;;vu;N;0;2021-10-23;2018-10-24;20100;9421;0.990358;;;observable;1;0.8867;0.8443;0.7923;-0.052;8841
51422751200002021-09-20 00:00:00;vf77mbhy6jj746678;5142275;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-21;4380;ref;120000;16017;2018-11-12;10302;;vu;N;26400;2021-09-20;2018-09-21;20100;7971;0.987873;;;observable;1;0.8867;0.7737;0.7217;-0.052;7435
51456151200002021-10-17 00:00:00;vf77mbhy6jj746680;5145615;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-18;1420;ref;120000;16017;2018-11-12;10328;;vu;N;26400;2021-10-17;2018-10-18;20100;7991;0.988243;;;observable;1;0.8867;0.7737;0.7217;-0.052;7454
5145269300002021-10-15 00:00:00;vf77mbhy6jj748300;5145269;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-16;410;ref;30000;16017;2018-11-12;12011;;vu;N;0;2021-10-15;2018-10-16;20100;10140;0.992258;;;observable;1;0.8867;0.8442;0.7922;-0.052;9515
5145285300002021-10-15 00:00:00;vf77mbhy6jj748302;5145285;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-16;410;ref;30000;16017;2018-11-12;12011;;vu;N;0;2021-10-15;2018-10-16;20100;10140;0.992258;;;observable;1;0.8867;0.8442;0.7922;-0.052;9515
5145270400002021-10-15 00:00:00;vf77mbhy6jj748304;5145270;117984;VO-59-1162-2-22-1-1.60-100--CABINE APPROFONDIE-N;CITROEN;BERLINGO VU;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-16;550;ref;40000;16017;2018-11-12;11854;;vu;N;0;2021-10-15;2018-10-16;20100;10008;0.991906;;;observable;1;0.8867;0.8443;0.7923;-0.052;9392
